feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.4041...gamma..glutamyl.cycle.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.770975680149585	1.08212649431536	19	4	0.485842294383666	0.825534770275227
PWY.4041...gamma..glutamyl.cycle.g__Turicibacter.s__Turicibacter_sanguinis	Diagnosis	IPF	0.249884037895681	0.34732307113353	19	2	0.481633697748731	0.825534770275227
PWY.5097..L.lysine.biosynthesis.VI.g__Agathobaculum.s__Agathobaculum_butyriciproducens	Diagnosis	IPF	-0.414146146530858	0.537911317242402	19	8	0.451916839096308	0.825534770275227
PWY.5097..L.lysine.biosynthesis.VI.g__Eubacterium.s__Eubacterium_sp_CAG_252	Diagnosis	IPF	0.26892192664584	0.364511881271154	19	2	0.4707227852819	0.825534770275227
PWY.5097..L.lysine.biosynthesis.VI.g__Gemmiger.s__Gemmiger_formicilis	Diagnosis	IPF	-0.604342255057786	0.775247853234701	19	8	0.446375090935131	0.825534770275227
PWY.5981..CDP.diacylglycerol.biosynthesis.III.g__Lactobacillus.s__Lactobacillus_paragasseri	Diagnosis	IPF	0.318860723509222	0.409932092412143	19	2	0.447355422421902	0.825534770275227
PWY.6897..thiamine.diphosphate.salvage.II.g__Bacteroides.s__Bacteroides_fragilis	Diagnosis	IPF	-0.498060923254429	0.65252338712181	19	2	0.455756498087007	0.825534770275227
PWY.6897..thiamine.diphosphate.salvage.II.g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	0.496111698233971	0.693146017488542	19	12	0.483868425858539	0.825534770275227
PWY.6897..thiamine.diphosphate.salvage.II.g__Dorea.s__Dorea_longicatena	Diagnosis	IPF	0.527302489962267	0.722133291935252	19	8	0.475210436873608	0.825534770275227
PWY.6897..thiamine.diphosphate.salvage.II.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	Diagnosis	IPF	0.670963615483352	0.943897177112325	19	17	0.486820018097344	0.825534770275227
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Bacteroides.s__Bacteroides_galacturonicus	Diagnosis	IPF	-0.365938786090726	0.509356968313569	19	4	0.482248692642362	0.825534770275227
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Eubacterium.s__Eubacterium_sp_CAG_252	Diagnosis	IPF	0.295344280239656	0.388489981607279	19	2	0.45752807657736	0.825534770275227
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Roseburia.s__Roseburia_sp_CAG_10041_57	Diagnosis	IPF	0.271589063027639	0.366926195718746	19	2	0.469294513554518	0.825534770275227
PWY.702..L.methionine.biosynthesis.II.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	0.799173903182912	1.12884884122718	19	7	0.48856708473945	0.825534770275227
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.325764671943804	0.416242890722281	19	2	0.44460961518233	0.825534770275227
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis.g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	0.673539787948929	0.919137410450229	19	13	0.473667047123516	0.825534770275227
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.272525242997187	0.383659228994227	19	3	0.487129620221267	0.825534770275227
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Bacteroides.s__Bacteroides_fragilis	Diagnosis	IPF	-0.431707373231964	0.583399800002656	19	2	0.469405674029897	0.825534770275227
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.250109848812727	0.347526467445897	19	2	0.481496441165208	0.825534770275227
PWY.7977..L.methionine.biosynthesis.IV.g__Alistipes.s__Alistipes_finegoldii	Diagnosis	IPF	-0.686903260421702	0.97310111676243	19	11	0.489817297029968	0.825534770275227
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_dorei	Diagnosis	IPF	-0.927004068119899	1.3095668118757	19	13	0.488617923142814	0.825534770275227
PWY.822..fructan.biosynthesis.g__Lactobacillus.s__Lactobacillus_paragasseri	Diagnosis	IPF	0.244307610266722	0.342304087670531	19	2	0.485087512791331	0.825534770275227
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	0.63202609822004	0.82859366232902	19	14	0.456055403404057	0.825534770275227
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Ruminococcus.s__Ruminococcus_sp_AF31_8BH	Diagnosis	IPF	-0.466002048076398	0.653290323817398	19	4	0.485328504387305	0.825534770275227
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_vulgatus	Diagnosis	IPF	-0.999356226077702	1.39396671133427	19	11	0.483160718941706	0.825534770275227
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_vulgatus	Diagnosis	IPF	-1.02628124184336	1.33035894856411	19	11	0.451041482129884	0.825534770275227
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	Diagnosis	IPF	0.328662539489395	0.418893774684113	19	2	0.443486906102527	0.825534770275227
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Eubacterium.s__Eubacterium_sp_CAG_115	Diagnosis	IPF	0.274133239665159	0.369230547421786	19	2	0.467953477234552	0.825534770275227
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Eubacterium.s__Eubacterium_sp_CAG_251	Diagnosis	IPF	0.271487250865299	0.366583315905696	19	3	0.469049538755348	0.825534770275227
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Sutterella.s__Sutterella_wadsworthensis	Diagnosis	IPF	0.609143025841565	0.822735101469426	19	8	0.469167905392037	0.825534770275227
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_massiliensis	Diagnosis	IPF	-0.290729956902293	0.41613184464479	19	5	0.494219321145354	0.827877635195527
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_vulgatus	Diagnosis	IPF	-0.995792511796378	1.42982254624239	19	12	0.495563432137596	0.827877635195527
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Dorea.s__Dorea_formicigenerans	Diagnosis	IPF	0.443200081689954	0.636463810409816	19	14	0.495622744270389	0.827877635195527
PWY.5097..L.lysine.biosynthesis.VI.g__Alistipes.s__Alistipes_finegoldii	Diagnosis	IPF	-0.624381216595935	0.892325060710699	19	11	0.493564280775547	0.827877635195527
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis	Diagnosis	IPF	0.531889857120032	0.776511487979347	19	12	0.502593943238256	0.830764332745874
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.g__Eisenbergiella.s__Eisenbergiella_tayi	Diagnosis	IPF	-0.291410097973718	0.438318811750666	19	2	0.515073886302442	0.830764332745874
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Asaccharobacter.s__Asaccharobacter_celatus	Diagnosis	IPF	-0.385011603308956	0.558403125990213	19	6	0.499821012103034	0.830764332745874
PWY.5097..L.lysine.biosynthesis.VI.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.311714983354149	0.462739741030684	19	3	0.509602939341149	0.830764332745874
PWY.5097..L.lysine.biosynthesis.VI.g__Parabacteroides.s__Parabacteroides_merdae	Diagnosis	IPF	-0.551650015248356	0.82634660140111	19	10	0.513364874001107	0.830764332745874
PWY.5097..L.lysine.biosynthesis.VI.g__Roseburia.s__Roseburia_intestinalis	Diagnosis	IPF	-0.659588059514871	0.985674747286441	19	7	0.512370597453816	0.830764332745874
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Eubacterium.s__Eubacterium_sp_36_13	Diagnosis	IPF	0.357896606564636	0.525042956907922	19	4	0.504640341395331	0.830764332745874
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_cellulosilyticus	Diagnosis	IPF	-0.5189649064801	0.763202188769465	19	8	0.505670129004271	0.830764332745874
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_salyersiae	Diagnosis	IPF	-0.346426284055765	0.520493395119988	19	6	0.514614107670253	0.830764332745874
PWY.7977..L.methionine.biosynthesis.IV.g__Butyricimonas.s__Butyricimonas_synergistica	Diagnosis	IPF	-0.288958959789378	0.428726686696623	19	5	0.5093770312979	0.830764332745874
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.unclassified	Diagnosis	IPF	-0.260726063968838	0.387546340549797	19	19	0.510141609931553	0.830764332745874
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.22033017325765	0.320816383481179	19	2	0.501483218320144	0.830764332745874
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Roseburia.s__Roseburia_intestinalis	Diagnosis	IPF	-0.550580813318396	0.815979380073064	19	7	0.508908935226122	0.830764332745874
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_caccae	Diagnosis	IPF	0.391207203836505	0.569786140801544	19	7	0.501602243327356	0.830764332745874
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eisenbergiella.s__Eisenbergiella_tayi	Diagnosis	IPF	-0.300557274336185	0.447713186350533	19	2	0.51103856969737	0.830764332745874
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Clostridium.s__Clostridium_sp_CAG_217	Diagnosis	IPF	-0.3724864056711	0.544600384085353	19	7	0.503216178111593	0.830764332745874
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_xylanisolvens	Diagnosis	IPF	-0.619176811159573	0.937054859781275	19	8	0.517615447901392	0.833072072802669
PWY.5097..L.lysine.biosynthesis.VI.g__Blautia.s__Blautia_obeum	Diagnosis	IPF	-0.418735472942123	0.635436337094882	19	18	0.518740001364001	0.833094220605997
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.248192325899341	0.383243735665262	19	3	0.525887475314636	0.836932802780842
PWY.6897..thiamine.diphosphate.salvage.II.g__Bacteroides.s__Bacteroides_ovatus	Diagnosis	IPF	0.644364597269341	0.992361283144159	19	11	0.524805263105726	0.836932802780842
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Eisenbergiella.s__Eisenbergiella_tayi	Diagnosis	IPF	-0.273477361005067	0.419937802523192	19	2	0.523602462946173	0.836932802780842
PWY.6936..seleno.amino.acid.biosynthesis..plants..unclassified	Diagnosis	IPF	0.37314821122129	0.577353612570771	19	19	0.526709710550077	0.836932802780842
PWY.7977..L.methionine.biosynthesis.IV.g__Coprococcus.s__Coprococcus_catus	Diagnosis	IPF	0.393482507451551	0.602920539801892	19	10	0.522724564077809	0.836932802780842
PWY.7977..L.methionine.biosynthesis.IV.g__Collinsella.s__Collinsella_aerofaciens	Diagnosis	IPF	0.697164447371085	1.0864002517825	19	14	0.529613631519064	0.83976791467082
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate..g__Bacteroides.s__Bacteroides_cellulosilyticus	Diagnosis	IPF	-0.238530537646001	0.384278597569821	19	2	0.543015104220285	0.842171014288877
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..g__Roseburia.s__Roseburia_hominis	Diagnosis	IPF	-0.222260756026508	0.367763795291716	19	2	0.553587080059222	0.842171014288877
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Blautia.s__Blautia_obeum	Diagnosis	IPF	-0.573236412504132	0.947289696792811	19	16	0.553083444779485	0.842171014288877
PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_cellulosilyticus	Diagnosis	IPF	-0.550218087175463	0.878023221396566	19	7	0.539209957283434	0.842171014288877
PWY.5097..L.lysine.biosynthesis.VI.g__Blautia.s__Blautia_sp_AF19_10LB	Diagnosis	IPF	-0.253351987708205	0.408716047751988	19	5	0.543561528010893	0.842171014288877
PWY.5097..L.lysine.biosynthesis.VI.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	Diagnosis	IPF	-0.442343688230056	0.706604826171618	19	15	0.539621464146505	0.842171014288877
PWY.5097..L.lysine.biosynthesis.VI.g__Ruminococcus.s__Ruminococcus_callidus	Diagnosis	IPF	-0.414959064490269	0.665063447480959	19	4	0.540950472195382	0.842171014288877
PWY.5484..glycolysis.II..from.fructose.6.phosphate..g__Bacteroides.s__Bacteroides_cellulosilyticus	Diagnosis	IPF	-0.236825130864653	0.382544673447485	19	2	0.544072503969095	0.842171014288877
PWY.5981..CDP.diacylglycerol.biosynthesis.III.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.254783565120229	0.400833960694446	19	2	0.533479182735072	0.842171014288877
PWY.6897..thiamine.diphosphate.salvage.II.g__Blautia.s__Blautia_obeum	Diagnosis	IPF	-0.438271338351924	0.724238788003448	19	9	0.5530740996434	0.842171014288877
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.237809912821561	0.391600604032445	19	3	0.551693202281669	0.842171014288877
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Blautia.s__Blautia_sp	Diagnosis	IPF	0.195166225551964	0.309235141254056	19	3	0.536352470177791	0.842171014288877
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Collinsella.s__Collinsella_aerofaciens	Diagnosis	IPF	0.438656714375873	0.692579789279552	19	12	0.534923265205608	0.842171014288877
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Coprococcus.s__Coprococcus_catus	Diagnosis	IPF	0.251316112697788	0.401684828026019	19	4	0.539850672534897	0.842171014288877
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Alistipes.s__Alistipes_putredinis	Diagnosis	IPF	-0.51053513592948	0.834741088106796	19	11	0.548889079754037	0.842171014288877
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Anaerostipes.s__Anaerostipes_hadrus	Diagnosis	IPF	-0.576380079718099	0.911108159863374	19	15	0.535402683647752	0.842171014288877
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_uniformis	Diagnosis	IPF	-0.418524117011781	0.685719042115399	19	16	0.549707414967549	0.842171014288877
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.38421328244278	0.633952289796407	19	3	0.552481925077948	0.842171014288877
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Streptococcus.s__Streptococcus_parasanguinis	Diagnosis	IPF	0.276188119297622	0.455153313283219	19	4	0.55200065248943	0.842171014288877
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Clostridium.s__Clostridium_perfringens	Diagnosis	IPF	-0.227481637087979	0.373056552605704	19	2	0.5500733292651	0.842171014288877
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Clostridium.s__Clostridium_perfringens	Diagnosis	IPF	-0.216637501182101	0.362070697137033	19	2	0.557508692940482	0.846420080375226
PWY.4041...gamma..glutamyl.cycle.unclassified	Diagnosis	IPF	0.264138891915887	0.443100216300617	19	17	0.55895260461897	0.846897885786318
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..g__Clostridium.s__Clostridium_perfringens	Diagnosis	IPF	-0.205824369685729	0.35114670989222	19	2	0.565477285909435	0.852174293723486
PANTO.PWY..phosphopantothenate.biosynthesis.I.unclassified	Diagnosis	IPF	-0.234328608477916	0.398691505136889	19	19	0.564430428135291	0.852174293723486
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.364550351894526	0.622533775320197	19	3	0.565843731032395	0.852174293723486
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Flavonifractor.s__Flavonifractor_plautii	Diagnosis	IPF	-0.201946600893281	0.347237146533022	19	2	0.568481143618374	0.85290250849033
PWY.5367..petroselinate.biosynthesis.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.346201188087817	0.595463136949259	19	3	0.568601672326887	0.85290250849033
PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_stercoris	Diagnosis	IPF	-0.199849078764808	0.345124263644382	19	2	0.570139895699831	0.853502837873998
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Alistipes.s__Alistipes_putredinis	Diagnosis	IPF	-0.46391736347606	0.820064812138956	19	11	0.578983281415466	0.856484144105719
PWY.2941..L.lysine.biosynthesis.II.g__Turicibacter.s__Turicibacter_sanguinis	Diagnosis	IPF	0.143998411204867	0.25378724473019	19	2	0.577860424525162	0.856484144105719
PWY.6897..thiamine.diphosphate.salvage.II.g__Bacteroides.s__Bacteroides_uniformis	Diagnosis	IPF	-0.459715839166671	0.808984114727186	19	16	0.577286144340277	0.856484144105719
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Alistipes.s__Alistipes_finegoldii	Diagnosis	IPF	-0.504329671757355	0.886232360885374	19	7	0.576749639703732	0.856484144105719
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Coprococcus.s__Coprococcus_eutactus	Diagnosis	IPF	-0.424582569581538	0.744470981878586	19	4	0.575925384194559	0.856484144105719
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_animalis	Diagnosis	IPF	0.143810687423908	0.253625882399788	19	2	0.578112255926185	0.856484144105719
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.g__Anaerostipes.s__Anaerostipes_hadrus	Diagnosis	IPF	-0.481394847249887	0.86259863023475	19	13	0.584068719129705	0.859769873400978
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_uniformis	Diagnosis	IPF	-0.387226310156272	0.699234558135218	19	16	0.586936233575068	0.859769873400978
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Eubacterium.s__Eubacterium_ventriosum	Diagnosis	IPF	0.261614443024952	0.471363606218889	19	4	0.586113045646413	0.859769873400978
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Roseburia.s__Roseburia_faecis	Diagnosis	IPF	-0.578031377535839	1.03614971417737	19	12	0.584209222231291	0.859769873400978
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.435452325494924	0.78604657308644	19	6	0.586807876326286	0.859769873400978
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	0.499837465571147	0.965591089380275	19	14	0.611373650450035	0.862936229218237
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside..g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	0.215044703855699	0.408088395013515	19	3	0.605032909566005	0.862936229218237
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_dorei	Diagnosis	IPF	-0.761311022068908	1.42243466077712	19	12	0.599432053995798	0.862936229218237
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Eggerthella.s__Eggerthella_sp_CAG_209	Diagnosis	IPF	-0.161741172173109	0.306994282602682	19	2	0.605102338306212	0.862936229218237
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Senegalimassilia.s__Senegalimassilia_anaerobia	Diagnosis	IPF	0.122676402816591	0.235607932259896	19	2	0.609305095252809	0.862936229218237
PWY.5097..L.lysine.biosynthesis.VI.g__Blautia.s__Blautia_wexlerae	Diagnosis	IPF	0.40998315115531	0.789879678910694	19	7	0.610420624079081	0.862936229218237
PWY.5097..L.lysine.biosynthesis.VI.g__Parabacteroides.s__Parabacteroides_goldsteinii	Diagnosis	IPF	0.236253505102293	0.445013717286309	19	3	0.602362274287923	0.862936229218237
PWY.5367..petroselinate.biosynthesis.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.481284192200334	0.892681525232819	19	4	0.596778179492662	0.862936229218237
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Anaerostipes.s__Anaerostipes_hadrus	Diagnosis	IPF	-0.469408288006115	0.907705902879859	19	15	0.611723559347391	0.862936229218237
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Coprococcus.s__Coprococcus_eutactus	Diagnosis	IPF	-0.434175259754735	0.802531700659426	19	4	0.59552159025302	0.862936229218237
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	-0.173873832734795	0.319076449178479	19	2	0.592880391135391	0.862936229218237
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Bacteroides.s__Bacteroides_uniformis	Diagnosis	IPF	-0.451360366441924	0.86236655909169	19	16	0.607453715021593	0.862936229218237
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_finegoldii	Diagnosis	IPF	-0.175044193292655	0.320245000651384	19	2	0.59175995522442	0.862936229218237
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_stercoris	Diagnosis	IPF	-0.164213802734363	0.309451761562849	19	2	0.602518220860999	0.862936229218237
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_uniformis	Diagnosis	IPF	-0.356346184637851	0.664077874920698	19	16	0.598494744995399	0.862936229218237
PWY.7977..L.methionine.biosynthesis.IV.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.486479918211892	0.939817016428695	19	6	0.611385001474384	0.862936229218237
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_finegoldii	Diagnosis	IPF	-0.164712154605907	0.309947369848576	19	2	0.602003370804239	0.862936229218237
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Roseburia.s__Roseburia_intestinalis	Diagnosis	IPF	-0.467940094907434	0.889595357329262	19	10	0.605672977677467	0.862936229218237
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	Diagnosis	IPF	0.1209597400382	0.23415841069792	19	2	0.612109431925469	0.862936229218237
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Senegalimassilia.s__Senegalimassilia_anaerobia	Diagnosis	IPF	0.127683901950779	0.239848896054369	19	2	0.601371961222349	0.862936229218237
PWY.7977..L.methionine.biosynthesis.IV.g__Alistipes.s__Alistipes_putredinis	Diagnosis	IPF	-0.31821443637612	0.621534880830027	19	11	0.615250581920741	0.865737216586409
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	Diagnosis	IPF	0.342820144915597	0.67221585923287	19	13	0.61661903749755	0.866037974013413
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_eggerthii	Diagnosis	IPF	0.349627611168214	0.692361201392741	19	5	0.620057216304364	0.86761737356021
PWY.5484..glycolysis.II..from.fructose.6.phosphate..g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.523290102993136	1.03470643005726	19	6	0.619535317983848	0.86761737356021
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Ruminococcus.s__Ruminococcus_sp_AF31_8BH	Diagnosis	IPF	-0.438096278167079	0.884396401815608	19	5	0.626686754070755	0.869745953819129
PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_ovatus	Diagnosis	IPF	0.430908583170131	0.871642749984863	19	9	0.627376748021532	0.869745953819129
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis.g__Bifidobacterium.s__Bifidobacterium_longum	Diagnosis	IPF	-0.331413497539915	0.666456104579467	19	7	0.625363666462417	0.869745953819129
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis.unclassified	Diagnosis	IPF	-0.112041986941295	0.224259259954744	19	19	0.623754674280259	0.869745953819129
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.29482661237025	0.592356668162136	19	3	0.625059398291807	0.869745953819129
PWY.6630..superpathway.of.L.tyrosine.biosynthesis.unclassified	Diagnosis	IPF	-0.200906766409419	0.409769930585213	19	19	0.63019540388471	0.871831054911177
PWY.7977..L.methionine.biosynthesis.IV.g__Parabacteroides.s__Parabacteroides_goldsteinii	Diagnosis	IPF	0.271015587603111	0.554412153381465	19	4	0.631205683755692	0.871831054911177
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	-0.445294616891676	0.918325618922573	19	5	0.633937555162701	0.873994791125048
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Streptococcus.s__Streptococcus_australis	Diagnosis	IPF	0.153643227235266	0.318172470559988	19	4	0.635331701412772	0.874309680843264
PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_salyersiae	Diagnosis	IPF	-0.347688383958604	0.723171372409271	19	6	0.636800065169601	0.874725364243957
PWY.5367..petroselinate.biosynthesis.g__Streptococcus.s__Streptococcus_parasanguinis	Diagnosis	IPF	0.10403492497666	0.219997300688723	19	2	0.642305067085797	0.876101781662769
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	Diagnosis	IPF	0.193364589725865	0.409108004889472	19	4	0.642474639886031	0.876101781662769
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_dorei	Diagnosis	IPF	-0.799740654768634	1.68871034817808	19	11	0.641823615983313	0.876101781662769
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_eggerthii	Diagnosis	IPF	0.329464894201301	0.692958564445499	19	5	0.64052031176297	0.876101781662769
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_finegoldii	Diagnosis	IPF	-0.129084778448843	0.274809191863577	19	2	0.644520322048014	0.87729626413069
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Haemophilus.s__Haemophilus_sp_HMSC71H05	Diagnosis	IPF	0.101766162721681	0.218118381669406	19	2	0.64673516735263	0.877810476159486
PWY66.409..superpathway.of.purine.nucleotide.salvage.g__Clostridium.s__Clostridium_perfringens	Diagnosis	IPF	-0.127129289570519	0.272900068200965	19	2	0.647238924421594	0.877810476159486
